Blur Score,Blurry,Cropped,File Name,HTML,Path,Protected,Status,Type
N/A,N/A,N/A,driving licence (1).pdf,N/A,C:/Users/abhid/Downloads/driving licence (1).pdf,No,Completed,PDF
